serialid,tnscntry,isocntry,corruption,patronage,public_tender,widespread,abuse,bidding,procurement_national,procurement_local,transparency,connections,favouritism,petty_corruption,bribing,reported,court,fined,sector,employees,age,turnover
3321,13,PT,4,4,9,2,2,2,2,1,4,2,1,3,4,3,3,4,1,1,3,1
3322,13,PT,2,2,9,1,1,1,1,1,4,1,1,3,3,3,4,4,1,2,4,3
3325,13,PT,1,2,9,2,2,1,2,3,4,1,1,2,2,3,3,3,2,1,4,1
3326,13,PT,4,4,9,2,3,3,3,3,3,3,2,2,3,2,2,2,1,1,4,1
3327,13,PT,3,4,9,2,3,3,3,2,3,3,2,3,3,2,2,3,1,2,3,1
3328,13,PT,4,4,9,1,1,1,1,1,4,1,1,4,4,3,3,3,1,1,4,2
3329,13,PT,4,4,9,2,2,3,3,2,3,2,1,1,1,2,1,2,1,1,4,1
3330,13,PT,1,2,9,1,2,2,2,2,2,2,1,1,2,2,3,2,6,1,4,1
3331,13,PT,4,4,9,2,2,4,2,2,2,2,2,2,3,3,3,3,1,2,4,2
3332,13,PT,1,1,9,1,1,1,1,1,4,1,1,1,4,2,2,1,1,1,4,1
3334,13,PT,2,2,2,1,2,3,3,3,3,1,1,3,3,2,2,2,2,3,4,1
3337,14,SE,3,3,1,3,3,3,4,3,3,3,2,2,2,1,1,1,4,3,4,3
3338,14,SE,3,3,1,3,1,2,3,3,3,3,2,2,2,2,2,2,3,2,4,3
3341,14,SE,4,4,2,2,3,3,4,3,2,3,2,2,2,2,1,2,1,2,4,1
3343,14,SE,4,4,9,3,3,3,3,3,2,3,2,3,3,2,3,2,5,2,4,1
3347,14,SE,1,2,9,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,4,1
3348,14,SE,3,3,9,3,2,2,4,3,1,4,3,2,2,3,3,4,1,1,3,3
3350,14,SE,4,3,2,4,4,4,4,4,1,4,3,1,1,3,4,4,4,2,2,1
3351,14,SE,4,4,9,4,3,3,4,3,3,2,3,2,1,2,2,2,1,4,4,1
3352,14,SE,4,4,9,2,3,3,3,3,3,4,4,4,4,2,2,2,6,2,3,3
3353,14,SE,4,4,2,3,3,3,3,3,1,4,3,2,1,2,2,4,6,1,4,1
3355,14,SE,4,3,2,2,3,3,4,4,2,4,4,2,2,2,1,2,1,2,4,3
3357,14,SE,4,3,2,3,4,3,3,3,3,3,3,3,1,3,3,4,6,2,4,1
3358,14,SE,4,4,9,2,2,2,3,3,2,4,4,3,3,4,3,3,1,1,3,1
3360,14,SE,4,3,9,3,4,2,4,3,3,4,4,3,4,3,4,4,3,1,4,1
3361,14,SE,4,3,2,3,3,2,3,3,2,3,4,2,2,3,3,3,4,4,4,1
3364,14,SE,4,4,2,3,3,3,3,3,2,3,3,2,2,2,1,1,2,1,4,3
3368,14,SE,4,4,1,2,2,3,2,4,3,4,4,3,2,1,1,1,2,1,2,2
3369,14,SE,3,3,2,3,3,3,3,3,2,4,4,2,1,2,3,3,1,2,4,1
3370,14,SE,4,3,2,3,3,3,3,3,3,4,3,2,2,2,2,2,2,3,3,1
3372,14,SE,4,4,9,3,4,3,3,2,2,4,3,2,1,3,3,2,6,1,4,1
3373,14,SE,4,1,9,2,3,2,2,2,1,4,4,3,2,3,3,2,1,2,4,1
3374,14,SE,4,4,2,3,3,2,4,3,2,3,3,1,1,2,2,3,2,3,4,1
3375,14,SE,3,2,9,3,3,4,4,3,1,4,4,2,2,2,2,2,1,4,4,1
3377,14,SE,4,4,9,3,3,3,4,3,1,4,4,2,2,2,2,3,1,3,4,1
3378,14,SE,3,3,9,3,3,2,3,2,2,4,3,2,3,3,3,3,3,2,4,1
3380,14,SE,4,4,2,3,2,2,4,3,4,3,4,2,2,2,3,3,3,2,4,1
3381,14,SE,4,4,9,3,4,4,4,3,2,4,4,1,1,2,2,2,6,1,3,1
3384,14,SE,4,3,9,4,3,3,4,4,2,4,3,1,1,3,3,3,6,2,4,1
3385,14,SE,4,4,9,2,3,2,2,2,4,3,2,3,2,3,3,3,6,2,3,2
3386,14,SE,4,4,2,3,3,3,3,3,3,4,2,1,4,3,3,3,2,1,2,1
3389,14,SE,4,3,9,3,3,3,3,3,3,4,3,4,4,2,2,3,2,1,3,3
3390,14,SE,4,4,9,2,2,3,2,3,3,4,3,3,3,4,3,3,2,1,3,2
3392,14,SE,4,4,9,4,4,3,4,4,1,4,4,1,1,1,1,1,1,1,3,2
3396,14,SE,4,4,9,3,3,3,3,3,2,4,3,2,2,1,2,2,3,2,4,1
3398,14,SE,1,1,2,4,4,4,4,4,2,4,1,1,1,3,3,3,4,3,4,1
3400,14,SE,4,4,2,4,3,2,4,4,2,4,3,3,4,2,2,3,6,4,4,1
3401,14,SE,1,1,2,1,3,1,1,1,4,4,2,2,2,1,1,1,2,1,4,3
3404,14,SE,4,4,9,3,3,2,3,3,3,3,3,2,3,2,2,3,3,1,4,1
3406,14,SE,1,1,1,2,2,2,2,1,4,3,3,2,2,3,3,3,2,1,3,1
3407,14,SE,4,3,1,3,4,3,4,3,4,4,3,3,4,3,3,4,4,4,4,3
3408,14,SE,4,2,9,4,2,3,4,2,1,3,3,2,2,1,1,2,1,1,2,1
3409,14,SE,1,4,9,2,3,3,3,3,3,4,4,1,4,4,3,3,6,2,4,1
3410,14,SE,4,2,9,3,3,2,4,4,4,4,4,4,4,2,2,2,6,2,4,1
3412,14,SE,1,1,2,2,3,3,3,2,2,4,3,2,1,2,2,2,1,3,3,1
3416,14,SE,4,3,9,3,3,3,4,3,1,4,4,1,1,1,1,1,1,1,4,1
3419,14,SE,4,3,9,4,3,2,3,3,1,3,4,2,2,2,1,2,1,3,4,1
3421,14,SE,4,3,9,3,2,3,4,3,1,3,3,2,1,3,3,3,3,2,4,1
3424,14,SE,2,2,2,3,3,3,3,3,2,3,3,2,3,3,3,2,4,4,4,1
3425,14,SE,3,3,9,4,3,4,3,3,3,2,1,2,2,3,3,3,3,4,4,2
3427,14,SE,4,3,2,4,3,2,2,3,4,3,2,4,2,3,2,3,5,1,3,1
3428,14,SE,4,4,9,2,3,3,3,2,2,4,3,2,3,3,3,3,3,2,4,1
3429,14,SE,4,3,2,3,2,2,1,2,3,2,4,4,1,3,3,3,5,3,4,1
3430,14,SE,4,3,2,3,3,4,4,4,3,4,4,3,3,3,3,3,6,2,4,1
3431,14,SE,4,4,9,4,3,4,4,4,3,3,3,3,3,3,2,2,3,3,4,1
3432,14,SE,3,3,2,3,2,3,3,3,4,3,4,2,2,3,3,3,6,3,4,1
3433,14,SE,3,4,2,3,2,3,4,3,2,4,4,3,3,3,3,3,4,3,4,1
3434,14,SE,4,3,2,3,3,3,3,3,4,3,3,2,2,2,3,2,1,1,4,3
3436,14,SE,4,4,9,1,2,2,3,3,3,3,2,1,1,1,1,1,2,2,2,1
3437,14,SE,2,2,2,2,3,3,3,2,4,3,2,4,1,2,2,3,2,2,3,3
3438,14,SE,4,4,2,4,4,3,4,4,2,4,4,3,1,2,2,2,1,2,4,1
3441,14,SE,2,4,2,3,2,2,2,1,2,4,4,4,4,3,3,4,1,1,4,3
3442,14,SE,4,4,9,3,3,4,4,3,1,2,3,2,3,4,3,3,1,2,4,3
3443,14,SE,4,4,9,4,3,2,4,4,3,4,4,2,2,2,2,3,1,2,3,2
3445,14,SE,4,4,9,2,2,3,3,2,1,4,3,3,2,1,3,2,1,1,4,3
3449,14,SE,4,4,9,3,3,1,3,3,2,3,2,3,3,3,3,3,1,2,2,1
3450,14,SE,4,4,2,2,2,4,3,3,4,4,2,1,1,3,3,3,6,3,4,1
3452,14,SE,4,3,2,4,3,1,3,3,4,3,3,3,3,2,3,3,2,4,4,1
3453,14,SE,4,4,9,3,3,3,3,3,2,4,4,2,2,1,2,3,1,1,4,1
3454,14,SE,4,4,9,3,3,3,3,3,3,2,2,2,2,3,4,2,3,2,4,1
3455,14,SE,3,3,2,3,2,2,3,3,3,3,2,3,3,3,3,3,1,2,4,1
3456,14,SE,4,3,2,3,3,3,3,3,2,4,3,4,4,3,3,3,4,3,4,1
3457,14,SE,4,4,2,3,3,2,3,3,3,4,3,3,4,3,4,4,2,1,4,1
3458,14,SE,3,3,9,4,3,3,4,4,3,3,3,2,1,3,3,2,1,1,4,3
3459,14,SE,3,3,1,3,3,1,4,4,4,4,4,1,4,3,3,3,3,3,4,1
3460,14,SE,4,4,4,3,3,3,3,3,2,4,3,2,1,2,3,3,1,3,4,2
3466,14,SE,3,3,9,3,3,2,3,3,2,1,3,2,1,2,2,3,2,1,4,1
3467,14,SE,4,3,2,2,4,2,3,2,3,3,2,2,3,2,2,3,4,3,3,1
3470,14,SE,3,3,2,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,4,1
3471,14,SE,4,4,9,4,3,3,4,4,3,3,4,3,3,3,4,4,6,2,4,3
3472,14,SE,4,3,2,2,2,3,3,1,1,4,3,3,2,3,3,3,2,2,4,2
3473,14,SE,4,4,9,4,2,2,2,3,2,2,3,2,2,2,2,3,5,1,4,3
3475,14,SE,4,4,9,3,4,4,4,4,4,4,4,2,4,4,4,4,2,1,2,1
3476,14,SE,4,4,9,3,3,3,3,3,3,2,2,3,3,3,3,3,2,1,4,1
3478,14,SE,3,3,2,3,2,1,3,3,3,3,2,2,2,3,2,2,2,2,4,3
3479,14,SE,4,2,2,4,2,2,4,4,4,3,3,1,1,1,1,1,2,1,4,2
3481,14,SE,4,4,9,3,3,3,3,3,2,4,3,1,1,3,1,2,3,3,4,1
3482,14,SE,1,2,9,2,1,3,3,3,1,2,2,2,4,2,3,3,2,1,2,1
3483,14,SE,4,2,9,1,1,1,1,1,4,4,1,2,4,3,3,4,2,1,2,1
3484,14,SE,4,4,9,2,2,2,2,2,3,2,2,3,1,3,3,3,3,1,4,2
3485,14,SE,4,4,2,4,4,3,4,4,1,4,4,1,2,1,1,2,6,4,4,1
3486,14,SE,3,2,9,2,2,2,3,3,4,3,3,2,3,1,2,2,2,2,4,1
3487,14,SE,4,4,2,3,3,3,3,3,3,4,4,1,1,2,2,2,6,2,4,1
3488,14,SE,4,4,9,3,2,2,2,3,2,4,4,3,1,2,2,1,2,1,4,3
3489,14,SE,4,4,9,2,3,3,2,2,3,3,3,3,3,3,4,3,2,1,3,3
3490,14,SE,4,4,9,3,3,2,3,3,3,4,3,2,2,2,2,3,2,1,3,1
3491,14,SE,4,4,9,2,2,1,2,2,3,3,4,2,2,3,3,3,2,1,4,1
3492,14,SE,4,3,9,3,3,3,4,3,2,4,4,4,1,2,3,3,5,2,3,1
3493,14,SE,4,4,9,3,4,3,4,4,1,4,4,1,1,1,1,1,5,1,4,1
3495,14,SE,4,3,2,3,3,3,3,3,2,4,4,2,2,3,3,3,5,2,3,1
3496,14,SE,3,4,9,2,3,3,3,2,4,4,2,3,3,3,3,4,2,1,4,3
3498,14,SE,4,4,9,3,2,2,2,2,3,4,2,3,2,1,2,3,2,1,4,1
3500,14,SE,4,3,9,2,3,4,4,3,4,4,2,2,2,2,2,3,3,4,4,1
3501,14,SE,4,3,2,4,3,2,3,2,1,4,4,2,2,3,3,3,3,3,4,1
3502,14,SE,4,4,2,3,4,4,3,4,2,4,1,2,2,2,2,2,6,2,4,3
3504,14,SE,4,4,9,3,3,2,3,2,1,4,4,1,3,2,3,3,3,1,4,1
3505,14,SE,4,4,9,2,2,2,3,3,4,2,2,4,4,3,3,3,2,1,4,1
3507,14,SE,4,4,9,4,3,2,4,3,2,4,4,3,1,1,1,3,6,3,4,1
3508,14,SE,4,4,2,3,4,4,3,4,4,3,4,4,4,3,2,2,4,3,4,1
3509,14,SE,4,4,2,3,3,2,3,3,2,4,4,1,1,2,3,3,5,1,2,2
3510,14,SE,3,3,9,3,3,3,3,3,1,4,3,2,2,3,3,3,6,3,2,1
3512,14,SE,1,4,9,3,3,3,4,3,4,4,2,2,2,2,2,2,2,1,3,3
3514,14,SE,3,4,1,2,2,2,3,4,2,4,2,2,2,3,4,4,5,4,4,1
3515,14,SE,4,4,9,4,3,2,4,3,3,4,3,4,3,2,2,4,3,2,4,3
3518,14,SE,4,3,9,3,3,3,3,3,1,4,4,2,2,1,2,2,2,3,4,1
3520,14,SE,4,3,2,1,3,2,3,3,4,4,3,2,2,3,2,4,4,2,3,1
3521,14,SE,4,4,9,1,3,2,2,1,3,4,2,4,4,4,4,3,6,1,4,3
3522,14,SE,4,3,9,4,3,2,3,3,1,2,3,2,1,2,2,1,2,3,4,1
3525,14,SE,3,3,9,3,3,2,3,3,2,3,3,3,3,2,3,3,2,1,4,1
3526,14,SE,4,4,2,4,4,4,4,4,1,4,4,1,1,1,1,1,6,2,4,1
3533,14,SE,4,4,2,3,3,3,3,4,2,4,4,1,1,2,1,1,3,2,4,1
3534,14,SE,4,4,9,2,3,2,2,2,2,4,1,4,4,3,3,4,6,3,3,1
3536,14,SE,4,4,9,2,3,2,4,3,2,4,4,1,1,2,2,2,6,3,4,1
3537,14,SE,4,3,9,3,2,3,3,3,4,3,3,2,3,2,2,2,6,1,3,1
3538,14,SE,4,4,2,3,3,2,4,4,1,4,3,2,1,1,1,2,2,3,4,1
3539,14,SE,4,2,2,3,3,4,4,3,3,2,2,3,4,1,2,2,4,3,4,1
3540,14,SE,4,4,9,3,3,3,3,2,3,3,3,2,2,2,2,2,5,2,4,1
3545,14,SE,3,2,2,3,3,3,3,3,2,4,3,2,2,2,2,2,6,3,4,1
3547,14,SE,4,4,9,3,3,3,3,3,3,3,2,3,4,4,4,4,4,1,1,3
3548,14,SE,3,3,2,3,2,4,3,3,3,3,3,3,3,3,3,3,4,1,4,1
3550,14,SE,4,3,2,2,3,2,4,3,3,4,3,4,4,4,3,3,4,2,4,1
3552,14,SE,4,3,9,3,3,3,3,3,1,3,3,3,3,3,3,3,2,1,4,3
3553,14,SE,4,3,9,3,3,2,3,3,2,4,4,3,3,3,3,3,3,2,4,3
3554,14,SE,2,2,9,2,1,2,3,2,1,4,2,2,2,4,2,4,5,3,4,1
3555,14,SE,3,3,9,3,3,3,3,3,2,3,2,2,3,3,3,3,4,1,4,2
3560,14,SE,3,2,9,1,1,1,2,1,4,2,3,4,3,4,4,4,4,1,2,1
3562,14,SE,3,3,9,3,4,4,4,3,2,4,1,1,1,2,2,3,1,1,4,2
3563,14,SE,3,3,1,2,3,3,4,4,1,3,2,3,3,4,4,4,1,1,4,2
3564,14,SE,4,4,9,3,3,3,3,3,1,4,4,2,2,3,1,2,3,3,4,1
3565,14,SE,4,4,9,3,3,2,4,4,1,4,4,4,1,2,2,3,4,2,4,3
3566,14,SE,4,4,9,2,2,2,2,1,4,4,2,3,4,3,3,3,4,1,3,1
3567,14,SE,4,4,9,2,3,2,4,3,4,4,4,1,1,2,2,2,4,1,2,1
3568,14,SE,4,3,9,4,3,3,3,3,1,4,4,4,4,3,1,2,4,2,4,1
3569,14,SE,4,3,2,3,3,3,3,3,2,4,3,2,1,3,2,2,6,3,4,1
3570,14,SE,4,3,9,3,4,3,3,4,1,4,4,2,2,3,3,3,3,3,4,1
3571,14,SE,4,4,9,2,2,2,2,2,3,3,2,4,4,4,3,3,4,1,4,1
3575,14,SE,4,4,2,4,4,3,4,3,1,4,4,1,1,2,1,1,2,3,4,1
3577,14,SE,4,3,2,2,3,3,3,4,2,1,3,4,1,1,1,2,4,3,4,3
3579,14,SE,4,3,2,3,3,4,4,4,1,4,3,1,2,2,2,2,4,3,4,1
3581,14,SE,4,4,9,2,3,2,2,2,2,2,3,2,2,2,2,3,5,1,4,3
3582,14,SE,4,4,2,3,4,4,4,2,2,4,4,1,1,2,1,1,4,3,4,1
3583,14,SE,4,4,9,2,2,2,3,3,2,4,1,1,4,2,2,2,4,1,4,3
3584,14,SE,4,3,9,3,3,2,3,3,3,3,3,1,1,3,3,3,3,3,4,1
3586,14,SE,4,4,2,3,3,2,4,4,3,4,4,2,2,2,2,2,4,2,4,1
3587,14,SE,2,2,1,2,2,2,2,3,2,2,3,1,4,2,2,2,4,2,2,1
3588,14,SE,4,3,1,4,3,4,3,3,1,2,2,4,1,1,1,1,5,1,4,1
3592,14,SE,3,3,1,3,3,2,3,3,1,4,3,1,1,1,1,1,5,2,3,1
3596,14,SE,2,3,1,2,3,2,3,4,2,3,2,2,3,3,3,3,4,2,4,3
3599,14,SE,4,4,9,3,3,4,4,3,2,4,4,2,2,2,2,3,5,1,4,3
3600,14,SE,3,3,1,3,2,2,3,4,3,2,2,3,3,2,2,3,5,2,3,1
3601,14,SE,4,3,9,3,3,3,3,3,3,3,4,1,4,3,3,3,3,1,3,1
3602,14,SE,4,1,9,2,2,1,3,2,4,2,3,2,3,4,4,3,3,2,4,3
3604,14,SE,2,1,9,1,1,2,3,2,4,1,1,2,3,3,4,4,4,1,2,1
3606,14,SE,4,4,2,3,3,3,3,2,2,4,3,3,2,3,3,4,6,4,4,1
3609,14,SE,4,4,9,3,3,3,3,3,2,4,2,2,2,2,2,2,5,2,4,1
3612,14,SE,2,2,1,1,3,2,3,1,3,3,2,2,3,3,3,3,4,2,4,1
3613,14,SE,4,4,9,4,3,2,4,3,1,4,4,2,2,2,2,2,3,2,4,3
3615,14,SE,4,3,2,3,3,2,4,3,1,4,4,3,3,3,3,3,3,4,4,1
3616,14,SE,4,4,9,4,3,2,4,4,2,4,3,3,2,2,2,2,3,4,4,1
3617,14,SE,4,3,9,3,3,3,3,3,3,4,4,4,3,2,2,3,3,2,2,1
3619,14,SE,3,3,1,2,3,2,3,2,2,4,3,3,2,2,2,3,6,3,4,1
3621,14,SE,4,3,9,3,2,2,3,2,3,3,3,3,2,3,3,3,3,4,4,1
3622,14,SE,2,2,1,2,2,2,2,3,2,4,2,4,2,4,4,4,3,3,4,1
3624,14,SE,4,4,2,4,3,4,4,4,1,2,4,2,2,2,2,3,6,4,4,1
3626,14,SE,4,4,2,3,3,3,3,3,1,4,4,2,2,2,2,3,5,4,4,1
3627,14,SE,2,3,1,2,2,3,3,2,1,4,2,2,2,3,3,3,4,4,4,1
3628,14,SE,4,3,2,3,4,4,4,4,4,4,4,2,1,2,2,2,4,3,3,1
3629,14,SE,4,4,9,3,3,2,3,3,2,4,4,4,4,2,3,3,5,3,3,1
3630,14,SE,4,4,9,3,3,3,3,3,4,3,3,2,2,3,3,3,3,2,4,2
3631,14,SE,4,4,9,3,3,2,3,3,1,4,4,4,3,2,2,3,3,1,2,3
3633,14,SE,4,4,9,3,3,3,3,3,2,4,3,2,2,2,2,2,5,2,4,1
3634,14,SE,3,3,9,3,3,3,3,3,3,3,3,2,3,3,3,3,2,2,4,1
3635,14,SE,4,4,9,3,4,2,3,3,4,2,3,2,2,1,1,2,6,2,2,1
3636,14,SE,3,3,2,3,3,2,3,4,1,4,4,1,2,3,2,3,5,2,3,1
3637,14,SE,4,4,2,3,3,2,4,3,2,4,4,1,1,2,1,1,5,2,3,1
3640,3,DE,4,2,2,2,2,1,2,3,3,2,2,2,3,2,2,1,4,2,4,1
3643,3,DE,4,4,2,3,3,3,3,3,2,3,3,3,3,1,1,1,5,2,4,3
3644,3,DE,3,4,2,3,3,2,3,3,2,2,2,2,2,2,2,2,4,1,3,1
3645,3,DE,3,4,2,3,4,3,4,4,2,4,3,2,2,2,2,2,4,1,4,3
3649,3,DE,3,3,2,3,3,2,3,3,3,3,3,3,2,4,2,2,4,2,4,1
3650,3,DE,4,3,2,3,3,2,3,3,4,3,2,3,3,3,1,3,4,1,4,2
3651,3,DE,3,4,9,4,4,3,3,4,2,4,1,1,2,3,2,2,4,3,4,1
3657,3,DE,4,4,9,2,3,3,3,3,3,3,3,3,4,3,2,3,5,1,4,3
3658,3,DE,4,4,9,3,5,5,4,4,3,4,4,1,1,1,1,1,4,2,4,1
3659,3,DE,4,4,2,3,3,2,4,4,1,4,4,2,2,2,1,1,1,3,4,1
3661,3,DE,4,4,2,4,4,4,3,4,1,4,3,1,2,1,1,1,1,3,4,3
3666,3,DE,4,4,2,1,3,1,4,4,4,2,2,3,3,1,1,1,4,1,4,3
3667,3,DE,3,3,2,4,3,3,3,4,3,4,3,2,3,2,1,2,1,3,4,1
3672,3,DE,4,4,2,3,3,4,4,3,2,4,3,2,1,2,1,1,4,1,2,3
3674,3,DE,4,4,1,2,3,3,3,2,3,3,3,3,3,3,3,3,2,2,4,1
3675,3,DE,4,4,2,4,4,2,5,5,1,4,4,1,1,1,1,1,3,1,4,3
3679,3,DE,3,3,2,2,3,3,3,3,3,3,3,3,3,1,1,2,2,2,3,1
3681,3,DE,3,3,9,3,4,2,3,3,2,3,3,2,3,3,1,3,5,1,2,1
3682,3,DE,4,4,2,4,3,2,3,3,2,3,2,2,3,1,1,4,1,1,3,1
3684,3,DE,3,3,9,3,3,3,3,3,3,4,3,1,1,1,1,2,6,2,2,1
3685,3,DE,4,3,9,3,4,4,4,4,3,3,3,2,2,2,2,1,4,4,2,1
3686,3,DE,4,4,9,3,3,3,4,4,2,4,3,1,2,4,1,1,2,1,2,3
3689,3,DE,4,4,9,2,2,3,2,2,3,3,3,1,4,3,3,3,6,1,2,3
3693,3,DE,4,4,9,4,5,5,5,4,2,3,4,1,1,4,4,4,3,2,4,1
3694,3,DE,4,4,2,4,4,3,4,4,1,4,4,1,1,1,1,1,1,2,2,3
3696,3,DE,4,4,9,3,3,3,3,3,2,3,3,2,2,2,2,2,5,1,2,1
3700,3,DE,3,3,1,3,2,2,3,3,2,2,2,2,4,3,4,3,3,2,4,1
3704,3,DE,4,4,9,3,4,3,4,4,2,4,4,1,4,3,3,1,2,2,2,1
3706,3,DE,4,4,2,2,2,2,2,2,3,2,1,3,3,3,3,3,5,1,4,3
3709,3,DE,3,3,9,2,2,3,2,2,4,2,3,3,3,3,3,3,1,1,4,3
3711,3,DE,4,4,1,3,3,3,4,4,1,3,3,1,2,3,3,3,3,2,4,1
3713,3,DE,4,4,9,3,3,4,4,3,3,3,3,2,3,2,2,2,1,2,4,2
3716,3,DE,3,3,9,3,2,1,2,2,3,3,2,1,2,3,3,3,2,1,3,2
3717,3,DE,4,2,9,4,1,1,3,2,4,3,1,3,4,3,3,3,1,2,4,1
3719,3,DE,3,4,9,3,3,4,3,3,2,3,2,3,3,4,3,4,3,1,4,1
3721,3,DE,4,4,2,3,4,3,4,3,1,4,4,2,1,1,1,1,3,2,4,3
3722,3,DE,4,4,9,3,4,1,3,2,3,4,4,2,4,3,3,4,3,1,2,1
3725,3,DE,2,2,9,2,1,1,2,3,2,3,3,3,2,2,2,3,2,1,4,1
3726,3,DE,4,4,9,4,4,4,1,4,3,3,3,3,3,4,3,3,2,1,4,3
3727,3,DE,3,3,9,3,4,3,3,3,3,3,4,2,3,3,3,3,5,2,4,1
3728,3,DE,3,3,2,3,3,2,2,4,3,3,2,1,2,2,3,2,1,1,4,1
3729,3,DE,1,1,1,2,4,4,1,2,4,4,4,1,4,1,1,1,4,1,4,2
3730,3,DE,4,4,9,4,3,5,3,3,4,4,2,3,3,3,3,4,2,2,4,3
3731,3,DE,4,4,2,4,4,4,4,4,1,3,4,1,1,2,1,1,1,1,4,3
3732,3,DE,4,3,9,4,3,4,3,4,4,3,4,4,1,4,4,4,1,1,4,3
3735,3,DE,4,4,9,3,3,2,4,4,3,3,3,2,2,2,2,2,1,3,4,1
3736,3,DE,4,4,9,4,4,3,4,4,4,2,2,4,1,2,2,2,3,1,4,1
3737,3,DE,4,2,9,3,1,2,3,2,2,2,3,2,2,2,2,3,5,1,2,1
3738,3,DE,4,2,9,2,3,2,3,3,2,2,2,3,4,2,3,2,2,2,4,3
3740,3,DE,4,4,9,4,3,3,3,3,3,3,3,2,2,2,2,2,6,3,4,1
3742,3,DE,4,4,1,3,2,1,3,3,3,3,2,3,3,3,2,3,3,1,4,3
3747,3,DE,4,4,9,3,3,3,2,2,1,2,2,3,3,2,3,2,3,1,4,1
3750,3,DE,3,3,2,3,3,2,3,3,3,4,3,3,3,3,3,2,4,1,4,3
3754,3,DE,4,4,9,2,2,4,2,2,4,3,3,3,3,3,3,4,3,2,4,2
3756,3,DE,1,3,9,2,2,2,3,3,4,2,3,4,1,2,2,2,1,1,3,1
3757,3,DE,1,1,9,3,4,2,4,4,2,3,3,2,2,4,2,2,5,4,4,1
3760,3,DE,4,4,1,3,2,2,2,2,2,3,2,2,3,3,4,3,5,2,3,3
3763,3,DE,1,3,9,2,3,3,2,2,4,3,3,3,3,3,3,3,5,1,3,1
3764,3,DE,2,1,9,1,2,4,1,3,2,1,1,1,4,3,2,2,2,4,4,2
3766,3,DE,4,4,9,3,5,2,2,4,4,3,1,3,3,3,2,3,2,1,4,3
3768,3,DE,1,1,2,4,4,4,4,4,2,4,4,2,2,2,2,1,3,3,4,3
3769,3,DE,1,1,9,1,2,2,3,2,3,2,1,2,3,3,3,3,5,1,2,1
3771,3,DE,4,4,9,1,1,1,2,3,1,4,4,4,4,4,2,2,1,1,4,1
3773,3,DE,4,4,9,2,2,2,2,2,3,3,3,3,3,3,2,2,5,1,4,2
3775,3,DE,4,4,9,4,4,3,3,3,2,2,3,2,2,1,1,2,2,1,2,1
3776,3,DE,1,1,9,3,2,4,2,2,2,2,2,1,3,3,3,3,3,1,4,2
3777,3,DE,4,4,2,2,4,3,3,3,4,3,3,3,4,1,1,1,5,2,4,3
3779,3,DE,3,4,2,3,4,3,3,3,2,4,4,2,2,1,1,2,1,2,4,3
3780,3,DE,4,3,9,2,3,2,3,3,3,3,2,2,1,1,1,1,2,2,2,1
3781,3,DE,4,4,9,3,3,3,3,3,2,4,3,1,3,3,2,2,1,1,4,1
3782,3,DE,4,4,9,3,4,3,4,3,3,4,1,3,4,3,3,4,1,1,4,3
3785,3,DE,1,4,9,3,4,3,3,3,4,3,2,3,1,2,2,2,6,1,4,3
3786,3,DE,4,4,9,3,2,3,3,3,3,3,3,2,3,2,3,2,2,1,3,1
3789,3,DE,4,4,2,4,3,3,3,3,2,2,4,2,2,2,2,2,4,1,4,3
3790,3,DE,3,3,2,3,2,4,3,4,3,2,2,2,2,3,3,2,2,4,4,1
3792,3,DE,3,3,2,3,4,4,3,3,2,4,3,2,1,2,2,2,3,2,4,3
3793,3,DE,3,3,9,2,3,2,4,4,1,4,4,2,1,1,1,1,2,3,4,1
3794,3,DE,4,4,9,2,3,2,3,3,4,3,3,3,3,3,3,3,4,2,4,1
3795,3,DE,3,4,9,2,3,2,2,2,3,2,2,3,1,1,2,2,2,2,4,3
3797,3,DE,4,4,2,1,3,2,3,3,2,4,3,2,2,1,2,1,6,4,4,1
3798,3,DE,4,4,9,3,2,2,2,2,3,2,2,3,3,3,3,2,1,1,4,2
3801,3,DE,4,3,9,1,4,3,1,2,3,2,1,3,4,4,2,2,2,4,4,3
3802,3,DE,4,4,2,3,4,3,3,3,2,3,3,2,2,2,2,3,3,1,4,3
3805,3,DE,1,2,2,2,1,1,3,2,3,4,2,3,3,2,2,3,3,2,4,3
3809,3,DE,3,2,9,3,3,3,3,3,2,4,3,2,2,3,3,3,3,2,2,3
3810,3,DE,2,2,9,3,2,3,3,3,2,3,3,2,2,2,2,2,1,1,4,3
3814,3,DE,2,1,9,1,2,1,1,2,4,4,2,4,3,3,3,1,6,3,3,1
3816,3,DE,4,3,2,2,2,2,2,3,3,2,3,3,3,3,3,3,4,2,4,2
3820,3,DE,4,4,2,4,4,2,3,3,4,4,3,2,1,3,4,3,2,4,4,1
3822,3,DE,4,4,9,3,3,3,3,3,4,2,3,2,3,3,3,3,3,1,4,3
3825,3,DE,2,1,9,1,1,1,1,1,4,3,2,2,3,3,2,3,5,1,3,3
3828,3,DE,3,2,1,3,2,2,3,3,2,1,2,3,4,4,4,4,6,2,3,1
3832,3,DE,4,3,9,3,2,4,4,3,3,3,3,3,3,3,1,4,3,1,4,1
3833,3,DE,4,4,2,4,3,3,4,4,3,3,4,1,1,2,2,1,1,1,4,3
